# Generated by go test ./internal/textobj/ -run TestVimTable -update
# from VIM - Vi IMproved 9.2 (2026 Feb 14, compiled Apr 08 2026 05:28:52), Included patches: 1-321, one row per run of cursor columns that answer alike.
# fixture	object	line	columns (1-based)	span: - none, V first-last, c line,col-line,col (0-based, half-open)
sent.txt	3iw	6	17	c 6,16-6,21
sent.txt	3iw	6	18	c 6,17-6,22
sent.txt	3iw	6	19-21	c 6,18-6,26
sent.txt	3iw	6	22	c 6,21-6,27
sent.txt	3iw	6	23-27	-
sent.txt	3iW	1	1-4	c 1,0-1,9
sent.txt	3iW	1	5	c 1,4-1,11
sent.txt	3iW	1	6-9	c 1,5-1,17
sent.txt	3iW	1	10-11	c 1,9-1,18
sent.txt	3iW	1	12-17	c 1,11-1,22
sent.txt	3iW	1	18	c 1,17-2,4
sent.txt	3iW	1	19-22	c 1,18-2,5
sent.txt	3iW	2	1-4	c 2,0-2,9
sent.txt	3iW	2	5	c 2,4-2,10
sent.txt	3iW	2	6-9	c 2,5-2,15
sent.txt	3iW	2	10	c 2,9-2,17
sent.txt	3iW	2	11-15	c 2,10-2,21
sent.txt	3iW	2	16-17	c 2,15-2,22
sent.txt	3iW	2	18-21	c 2,17-2,26
sent.txt	3iW	2	22	c 2,21-3,0
sent.txt	3iW	2	23-26	c 2,22-4,3
sent.txt	3iW	3	1	c 3,0-4,4
sent.txt	3iW	4	1-3	c 4,0-4,9
sent.txt	3iW	4	4	c 4,3-4,10
sent.txt	3iW	4	5-9	c 4,4-4,16
sent.txt	3iW	4	10	c 4,9-4,17
sent.txt	3iW	4	11-16	c 4,10-4,20
sent.txt	3iW	4	17	c 4,16-4,21
sent.txt	3iW	4	18-20	c 4,17-4,26
sent.txt	3iW	4	21	c 4,20-5,2
sent.txt	3iW	4	22-26	c 4,21-5,3
sent.txt	3iW	5	1-2	c 5,0-5,7
sent.txt	3iW	5	3	c 5,2-5,8
sent.txt	3iW	5	4-7	c 5,3-5,13
sent.txt	3iW	5	8	c 5,7-5,15
sent.txt	3iW	5	9-13	c 5,8-5,19
sent.txt	3iW	5	14-15	c 5,13-5,20
sent.txt	3iW	5	16-19	c 5,15-5,25
sent.txt	3iW	5	20	c 5,19-6,4
sent.txt	3iW	5	21-25	c 5,20-6,5
sent.txt	3iW	6	1-4	c 6,0-6,9
sent.txt	3iW	6	5	c 6,4-6,10
sent.txt	3iW	6	6-9	c 6,5-6,12
sent.txt	3iW	6	10	c 6,9-6,13
sent.txt	3iW	6	11-12	c 6,10-6,17
sent.txt	3iW	6	13	c 6,12-6,18
sent.txt	3iW	6	14-17	c 6,13-6,21
sent.txt	3iW	6	18	c 6,17-6,22
sent.txt	3iW	6	19-21	c 6,18-6,27
sent.txt	3iW	6	22-27	-
sent.txt	3is	1	1-4	c 1,0-1,9
sent.txt	3is	1	5	c 1,4-1,11
sent.txt	3is	1	6-9	c 1,5-1,17
sent.txt	3is	1	10-11	c 1,9-1,18
sent.txt	3is	1	12-17	c 1,11-2,15
sent.txt	3is	1	18	c 1,17-2,17
sent.txt	3is	1	19-22	c 1,18-2,26
sent.txt	3is	2	1-15	c 1,18-2,26
sent.txt	3is	2	16-17	c 2,15-2,26
sent.txt	3is	2	18-26	c 2,17-3,0
sent.txt	3is	3	1	c 3,0-4,9
sent.txt	3is	4	1-9	V 4-4
sent.txt	3is	4	10	c 4,9-4,26
sent.txt	3is	4	11-26	c 4,10-5,13
sent.txt	3is	5	1-13	V 5-5
sent.txt	3is	5	14-15	c 5,13-5,25
sent.txt	3is	5	16-25	c 5,15-6,4
sent.txt	3is	6	1-4	c 6,0-6,17
sent.txt	3is	6	5	c 6,4-6,18
sent.txt	3is	6	6-17	c 6,5-6,27
sent.txt	3is	6	18	c 6,17-6,27
sent.txt	3is	6	19-27	c 6,18-6,27
sent.txt	3ip	1	1-22	V 1-6
sent.txt	3ip	2	1-26	V 1-6
sent.txt	3ip	3	1	-
sent.txt	3ip	4	1-26	-
sent.txt	3ip	5	1-25	-
sent.txt	3ip	6	1-27	-
sent.txt	3i(	1	1-22	-
sent.txt	3i(	2	1-26	-
sent.txt	3i(	3	1	-
sent.txt	3i(	4	1-26	-
sent.txt	3i(	5	1-25	-
sent.txt	3i(	6	1-27	-
sent.txt	3i)	1	1-22	-
sent.txt	3i)	2	1-26	-
sent.txt	3i)	3	1	-
sent.txt	3i)	4	1-26	-
sent.txt	3i)	5	1-25	-
sent.txt	3i)	6	1-27	-
sent.txt	3ib	1	1-22	-
sent.txt	3ib	2	1-26	-
sent.txt	3ib	3	1	-
sent.txt	3ib	4	1-26	-
sent.txt	3ib	5	1-25	-
sent.txt	3ib	6	1-27	-
sent.txt	3i{	1	1-22	-
sent.txt	3i{	2	1-26	-
sent.txt	3i{	3	1	-
sent.txt	3i{	4	1-26	-
sent.txt	3i{	5	1-25	-
sent.txt	3i{	6	1-27	-
sent.txt	3i}	1	1-22	-
sent.txt	3i}	2	1-26	-
sent.txt	3i}	3	1	-
sent.txt	3i}	4	1-26	-
sent.txt	3i}	5	1-25	-
sent.txt	3i}	6	1-27	-
sent.txt	3iB	1	1-22	-
sent.txt	3iB	2	1-26	-
sent.txt	3iB	3	1	-
sent.txt	3iB	4	1-26	-
sent.txt	3iB	5	1-25	-
sent.txt	3iB	6	1-27	-
sent.txt	3i[	1	1-22	-
sent.txt	3i[	2	1-26	-
sent.txt	3i[	3	1	-
sent.txt	3i[	4	1-26	-
sent.txt	3i[	5	1-25	-
sent.txt	3i[	6	1-27	-
sent.txt	3i]	1	1-22	-
sent.txt	3i]	2	1-26	-
sent.txt	3i]	3	1	-
sent.txt	3i]	4	1-26	-
sent.txt	3i]	5	1-25	-
sent.txt	3i]	6	1-27	-
sent.txt	3i<	1	1-22	-
sent.txt	3i<	2	1-26	-
sent.txt	3i<	3	1	-
sent.txt	3i<	4	1-26	-
sent.txt	3i<	5	1-25	-
sent.txt	3i<	6	1-27	-
sent.txt	3i>	1	1-22	-
sent.txt	3i>	2	1-26	-
sent.txt	3i>	3	1	-
sent.txt	3i>	4	1-26	-
sent.txt	3i>	5	1-25	-
sent.txt	3i>	6	1-27	-
sent.txt	3i"	1	1-22	-
sent.txt	3i"	2	1-26	-
sent.txt	3i"	3	1	-
sent.txt	3i"	4	1-26	-
sent.txt	3i"	5	1-13	c 5,8-5,13
sent.txt	3i"	5	14-25	-
sent.txt	3i"	6	1-27	-
sent.txt	3i'	1	1-22	-
sent.txt	3i'	2	1-26	-
sent.txt	3i'	3	1	-
sent.txt	3i'	4	1-26	-
sent.txt	3i'	5	1-25	-
sent.txt	3i'	6	1-27	-
sent.txt	3i`	1	1-22	-
sent.txt	3i`	2	1-26	-
sent.txt	3i`	3	1	-
sent.txt	3i`	4	1-26	-
sent.txt	3i`	5	1-25	-
sent.txt	3i`	6	1-27	-
sent.txt	3it	1	1-22	-
sent.txt	3it	2	1-26	-
sent.txt	3it	3	1	-
sent.txt	3it	4	1-26	-
sent.txt	3it	5	1-25	-
sent.txt	3it	6	1-27	-
sent.txt	3aw	1	1-3	c 1,0-1,8
sent.txt	3aw	1	4	c 1,3-1,11
sent.txt	3aw	1	5-8	c 1,4-1,16
sent.txt	3aw	1	9	c 1,8-1,18
sent.txt	3aw	1	10-16	c 1,9-1,22
sent.txt	3aw	1	17	c 1,16-2,5
sent.txt	3aw	1	18	c 1,17-2,10
sent.txt	3aw	1	19-22	c 1,18-2,10
sent.txt	3aw	2	1-4	c 2,0-2,14
sent.txt	3aw	2	5	c 2,4-2,17
sent.txt	3aw	2	6-9	c 2,5-2,17
sent.txt	3aw	2	10	c 2,9-2,22
sent.txt	3aw	2	11-14	c 2,10-2,22
sent.txt	3aw	2	15	c 2,14-2,25
sent.txt	3aw	2	16-21	c 2,15-2,26
sent.txt	3aw	2	22-25	c 2,21-4,3
sent.txt	3aw	2	26	c 2,25-4,8
sent.txt	3aw	3	1	c 3,0-4,10
sent.txt	3aw	4	1-3	c 4,0-4,10
sent.txt	3aw	4	4	c 4,3-4,17
sent.txt	3aw	4	5-8	c 4,4-4,17
sent.txt	3aw	4	9	c 4,8-4,21
sent.txt	3aw	4	10-16	c 4,9-4,25
sent.txt	3aw	4	17-20	c 4,16-4,26
sent.txt	3aw	4	21	c 4,20-5,3
sent.txt	3aw	4	22-25	c 4,21-5,3
sent.txt	3aw	4	26	c 4,25-5,8
sent.txt	3aw	5	1-2	c 5,0-5,9
sent.txt	3aw	5	3-7	c 5,2-5,11
sent.txt	3aw	5	8	c 5,7-5,15
sent.txt	3aw	5	9	c 5,8-5,15
sent.txt	3aw	5	10-11	c 5,9-5,20
sent.txt	3aw	5	12-13	c 5,11-5,24
sent.txt	3aw	5	14-19	c 5,13-5,25
sent.txt	3aw	5	20-24	c 5,19-6,1
sent.txt	3aw	5	25	c 5,24-6,2
sent.txt	3aw	6	1	c 6,0-6,3
sent.txt	3aw	6	2	c 6,1-6,5
sent.txt	3aw	6	3	c 6,2-6,10
sent.txt	3aw	6	4	c 6,3-6,13
sent.txt	3aw	6	5-9	c 6,4-6,16
sent.txt	3aw	6	10	c 6,9-6,18
sent.txt	3aw	6	11-12	c 6,10-6,18
sent.txt	3aw	6	13	c 6,12-6,22
sent.txt	3aw	6	14-16	c 6,13-6,22
sent.txt	3aw	6	17	c 6,16-6,26
sent.txt	3aw	6	18-21	c 6,17-6,27
sent.txt	3aw	6	22-27	-
sent.txt	3aW	1	1-4	c 1,0-1,18
sent.txt	3aW	1	5-9	c 1,4-1,22
sent.txt	3aW	1	10-11	c 1,9-2,5
sent.txt	3aW	1	12-17	c 1,11-2,5
sent.txt	3aW	1	18	c 1,17-2,10
sent.txt	3aW	1	19-22	c 1,18-2,10
sent.txt	3aW	2	1-4	c 2,0-2,17
sent.txt	3aW	2	5	c 2,4-2,21
sent.txt	3aW	2	6-9	c 2,5-2,22
sent.txt	3aW	2	10-15	c 2,9-2,26
sent.txt	3aW	2	16-21	c 2,15-4,3
sent.txt	3aW	2	22-26	c 2,21-4,9
sent.txt	3aW	3	1	c 3,0-4,16
sent.txt	3aW	4	1-3	c 4,0-4,17
sent.txt	3aW	4	4	c 4,3-4,20
sent.txt	3aW	4	5-9	c 4,4-4,21
sent.txt	3aW	4	10-16	c 4,9-4,26
sent.txt	3aW	4	17	c 4,16-5,3
sent.txt	3aW	4	18-20	c 4,17-5,3
sent.txt	3aW	4	21	c 4,20-5,8
sent.txt	3aW	4	22-26	c 4,21-5,8
sent.txt	3aW	5	1-2	c 5,0-5,15
sent.txt	3aW	5	3	c 5,2-5,19
sent.txt	3aW	5	4-7	c 5,3-5,20
sent.txt	3aW	5	8-13	c 5,7-5,25
sent.txt	3aW	5	14-15	c 5,13-6,5
sent.txt	3aW	5	16-19	c 5,15-6,5
sent.txt	3aW	5	20	c 5,19-6,10
sent.txt	3aW	5	21-25	c 5,20-6,10
sent.txt	3aW	6	1-4	c 6,0-6,13
sent.txt	3aW	6	5	c 6,4-6,17
sent.txt	3aW	6	6-9	c 6,5-6,18
sent.txt	3aW	6	10	c 6,9-6,21
sent.txt	3aW	6	11-12	c 6,10-6,22
sent.txt	3aW	6	13-17	c 6,12-6,27
sent.txt	3aW	6	18-27	-
sent.txt	3as	1	1-4	c 1,0-1,18
sent.txt	3as	1	5	c 1,4-2,15
sent.txt	3as	1	6-9	c 1,5-2,17
sent.txt	3as	1	10-17	c 1,9-2,26
sent.txt	3as	1	18-22	c 1,17-3,0
sent.txt	3as	2	1-15	c 1,17-3,0
sent.txt	3as	2	16-17	c 2,15-4,9
sent.txt	3as	2	18-26	c 2,17-4,10
sent.txt	3as	3	1	V 3-4
sent.txt	3as	4	1-9	c 4,0-5,15
sent.txt	3as	4	10-26	c 4,9-5,25
sent.txt	3as	5	1-13	c 5,0-6,5
sent.txt	3as	5	14-15	c 5,13-6,17
sent.txt	3as	5	16-25	c 5,15-6,18
sent.txt	3as	6	1-4	c 6,0-6,27
sent.txt	3as	6	5-17	c 6,4-6,27
sent.txt	3as	6	18-27	c 6,17-6,27
sent.txt	3ap	1	1-22	-
sent.txt	3ap	2	1-26	-
sent.txt	3ap	3	1	-
sent.txt	3ap	4	1-26	-
sent.txt	3ap	5	1-25	-
sent.txt	3ap	6	1-27	-
sent.txt	3a(	1	1-22	-
sent.txt	3a(	2	1-26	-
sent.txt	3a(	3	1	-
sent.txt	3a(	4	1-26	-
sent.txt	3a(	5	1-25	-
sent.txt	3a(	6	1-27	-
sent.txt	3a)	1	1-22	-
sent.txt	3a)	2	1-26	-
sent.txt	3a)	3	1	-
sent.txt	3a)	4	1-26	-
sent.txt	3a)	5	1-25	-
sent.txt	3a)	6	1-27	-
sent.txt	3ab	1	1-22	-
sent.txt	3ab	2	1-26	-
sent.txt	3ab	3	1	-
sent.txt	3ab	4	1-26	-
sent.txt	3ab	5	1-25	-
sent.txt	3ab	6	1-27	-
sent.txt	3a{	1	1-22	-
sent.txt	3a{	2	1-26	-
sent.txt	3a{	3	1	-
sent.txt	3a{	4	1-26	-
sent.txt	3a{	5	1-25	-
sent.txt	3a{	6	1-27	-
sent.txt	3a}	1	1-22	-
sent.txt	3a}	2	1-26	-
sent.txt	3a}	3	1	-
sent.txt	3a}	4	1-26	-
sent.txt	3a}	5	1-25	-
sent.txt	3a}	6	1-27	-
sent.txt	3aB	1	1-22	-
sent.txt	3aB	2	1-26	-
sent.txt	3aB	3	1	-
sent.txt	3aB	4	1-26	-
sent.txt	3aB	5	1-25	-
sent.txt	3aB	6	1-27	-
sent.txt	3a[	1	1-22	-
sent.txt	3a[	2	1-26	-
sent.txt	3a[	3	1	-
sent.txt	3a[	4	1-26	-
sent.txt	3a[	5	1-25	-
sent.txt	3a[	6	1-27	-
sent.txt	3a]	1	1-22	-
sent.txt	3a]	2	1-26	-
sent.txt	3a]	3	1	-
sent.txt	3a]	4	1-26	-
sent.txt	3a]	5	1-25	-
sent.txt	3a]	6	1-27	-
sent.txt	3a<	1	1-22	-
sent.txt	3a<	2	1-26	-
sent.txt	3a<	3	1	-
sent.txt	3a<	4	1-26	-
sent.txt	3a<	5	1-25	-
sent.txt	3a<	6	1-27	-
sent.txt	3a>	1	1-22	-
sent.txt	3a>	2	1-26	-
sent.txt	3a>	3	1	-
sent.txt	3a>	4	1-26	-
sent.txt	3a>	5	1-25	-
sent.txt	3a>	6	1-27	-
sent.txt	3a"	1	1-22	-
sent.txt	3a"	2	1-26	-
sent.txt	3a"	3	1	-
sent.txt	3a"	4	1-26	-
sent.txt	3a"	5	1-13	c 5,8-5,15
sent.txt	3a"	5	14-25	-
sent.txt	3a"	6	1-27	-
sent.txt	3a'	1	1-22	-
sent.txt	3a'	2	1-26	-
sent.txt	3a'	3	1	-
sent.txt	3a'	4	1-26	-
sent.txt	3a'	5	1-25	-
sent.txt	3a'	6	1-27	-
sent.txt	3a`	1	1-22	-
sent.txt	3a`	2	1-26	-
sent.txt	3a`	3	1	-
sent.txt	3a`	4	1-26	-
sent.txt	3a`	5	1-25	-
sent.txt	3a`	6	1-27	-
sent.txt	3at	1	1-22	-
sent.txt	3at	2	1-26	-
sent.txt	3at	3	1	-
sent.txt	3at	4	1-26	-
sent.txt	3at	5	1-25	-
sent.txt	3at	6	1-27	-
tags.txt	iw	1	1	c 1,0-1,1
tags.txt	iw	1	2-4	c 1,1-1,4
tags.txt	iw	1	5-6	c 1,4-1,6
tags.txt	iw	1	7	c 1,6-1,7
tags.txt	iw	1	8	c 1,7-1,8
tags.txt	iw	1	9-13	c 1,8-1,13
tags.txt	iw	1	14-15	c 1,13-1,15
tags.txt	iw	1	16	c 1,15-1,16
tags.txt	iw	1	17-19	c 1,16-1,19
tags.txt	iw	1	20-22	c 1,19-1,22
tags.txt	iw	1	23	c 1,22-1,23
tags.txt	iw	2	1	c 2,0-2,1
tags.txt	iw	2	2	c 2,1-2,2
tags.txt	iw	2	3	c 2,2-2,3
tags.txt	iw	2	4-7	c 2,3-2,7
tags.txt	iw	2	8-9	c 2,7-2,9
tags.txt	iw	2	10	c 2,9-2,10
tags.txt	iw	2	11	c 2,10-2,11
tags.txt	iw	2	12	c 2,11-2,12
tags.txt	iw	2	13-14	c 2,12-2,14
tags.txt	iw	2	15-18	c 2,14-2,18
tags.txt	iw	2	19-20	c 2,18-2,20
tags.txt	iw	2	21	c 2,20-2,21
tags.txt	iw	2	22	c 2,21-2,22
tags.txt	iw	3	1	c 3,0-3,1
tags.txt	iw	3	2-3	c 3,1-3,3
tags.txt	iw	3	4-6	c 3,3-3,6
tags.txt	iw	3	7	c 3,6-3,7
tags.txt	iw	3	8	c 3,7-3,8
tags.txt	iw	3	9-12	c 3,8-3,12
tags.txt	iw	3	13-14	c 3,12-3,14
tags.txt	iw	3	15	c 3,14-3,15
tags.txt	iw	3	16	c 3,15-3,16
tags.txt	iw	4	1	c 4,0-4,1
tags.txt	iw	4	2-3	c 4,1-4,3
tags.txt	iw	4	4	c 4,3-4,4
tags.txt	iw	5	1-2	c 5,0-5,2
tags.txt	iw	5	3	c 5,2-5,3
tags.txt	iw	5	4-5	c 5,3-5,5
tags.txt	iw	5	6	c 5,5-5,6
tags.txt	iw	5	7-9	c 5,6-5,9
tags.txt	iw	5	10-11	c 5,9-5,11
tags.txt	iw	5	12-13	c 5,11-5,13
tags.txt	iw	5	14	c 5,13-5,14
tags.txt	iw	6	1-2	c 6,0-6,2
tags.txt	iw	6	3	c 6,2-6,3
tags.txt	iw	6	4-5	c 6,3-6,5
tags.txt	iw	6	6	c 6,5-6,6
tags.txt	iw	6	7-9	c 6,6-6,9
tags.txt	iw	6	10-11	c 6,9-6,11
tags.txt	iw	6	12-13	c 6,11-6,13
tags.txt	iw	6	14	c 6,13-6,14
tags.txt	iw	7	1-2	c 7,0-7,2
tags.txt	iw	7	3-4	c 7,2-7,4
tags.txt	iw	7	5	c 7,4-7,5
tags.txt	iw	8	1	c 8,0-8,1
tags.txt	iw	8	2	c 8,1-8,2
tags.txt	iw	8	3	c 8,2-8,3
tags.txt	iw	8	4	c 8,3-8,4
tags.txt	iw	8	5	c 8,4-8,5
tags.txt	iw	8	6-7	c 8,5-8,7
tags.txt	iw	8	8-9	c 8,7-8,9
tags.txt	iw	8	10	c 8,9-8,10
tags.txt	iw	8	11-12	c 8,10-8,12
tags.txt	iw	8	13	c 8,12-8,13
tags.txt	iw	8	14	c 8,13-8,14
tags.txt	iw	9	1	c 9,0-9,1
tags.txt	iw	9	2-3	c 9,1-9,3
tags.txt	iw	9	4	c 9,3-9,4
tags.txt	iw	9	5	c 9,4-9,5
tags.txt	iw	9	6	c 9,5-9,6
tags.txt	iw	9	7	c 9,6-9,7
tags.txt	iw	9	8-9	c 9,7-9,9
tags.txt	iw	9	10	c 9,9-9,10
tags.txt	iw	9	11	c 9,10-9,11
tags.txt	iw	9	12-13	c 9,11-9,13
tags.txt	iw	9	14-15	c 9,13-9,15
tags.txt	iw	9	16	c 9,15-9,16
tags.txt	iw	9	17	c 9,16-9,17
tags.txt	iw	9	18	c 9,17-9,18
tags.txt	iw	9	19-20	c 9,18-9,20
tags.txt	iw	9	21-22	c 9,20-9,22
tags.txt	iw	9	23	c 9,22-9,23
tags.txt	iw	10	1	c 10,0-10,1
tags.txt	iw	10	2	c 10,1-10,2
tags.txt	iw	10	3	c 10,2-10,3
tags.txt	iw	10	4-5	c 10,3-10,5
tags.txt	iw	10	6-7	c 10,5-10,7
tags.txt	iw	10	8	c 10,7-10,8
tags.txt	iw	10	9	c 10,8-10,9
tags.txt	iW	1	1-23	c 1,0-1,23
tags.txt	iW	2	1-2	c 2,0-2,2
tags.txt	iW	2	3	c 2,2-2,3
tags.txt	iW	2	4-22	c 2,3-2,22
tags.txt	iW	3	1-16	c 3,0-3,16
tags.txt	iW	4	1-4	c 4,0-4,4
tags.txt	iW	5	1-2	c 5,0-5,2
tags.txt	iW	5	3-14	c 5,2-5,14
tags.txt	iW	6	1-2	c 6,0-6,2
tags.txt	iW	6	3-14	c 6,2-6,14
tags.txt	iW	7	1-5	c 7,0-7,5
tags.txt	iW	8	1-14	c 8,0-8,14
tags.txt	iW	9	1-5	c 9,0-9,5
tags.txt	iW	9	6	c 9,5-9,6
tags.txt	iW	9	7-16	c 9,6-9,16
tags.txt	iW	9	17	c 9,16-9,17
tags.txt	iW	9	18-23	c 9,17-9,23
tags.txt	iW	10	1-9	c 10,0-10,9
tags.txt	is	1	1-23	c 1,0-10,9
tags.txt	is	2	1-22	c 1,0-10,9
tags.txt	is	3	1-16	c 1,0-10,9
tags.txt	is	4	1-4	c 1,0-10,9
tags.txt	is	5	1-14	c 1,0-10,9
tags.txt	is	6	1-14	c 1,0-10,9
tags.txt	is	7	1-5	c 1,0-10,9
tags.txt	is	8	1-14	c 1,0-10,9
tags.txt	is	9	1-23	c 1,0-10,9
tags.txt	is	10	1-9	c 1,0-10,9
tags.txt	ip	1	1-23	V 1-10
tags.txt	ip	2	1-22	V 1-10
tags.txt	ip	3	1-16	V 1-10
tags.txt	ip	4	1-4	V 1-10
tags.txt	ip	5	1-14	V 1-10
tags.txt	ip	6	1-14	V 1-10
tags.txt	ip	7	1-5	V 1-10
tags.txt	ip	8	1-14	V 1-10
tags.txt	ip	9	1-23	V 1-10
tags.txt	ip	10	1-9	V 1-10
tags.txt	i(	1	1-23	-
tags.txt	i(	2	1-22	-
tags.txt	i(	3	1-16	-
tags.txt	i(	4	1-4	-
tags.txt	i(	5	1-14	-
tags.txt	i(	6	1-14	-
tags.txt	i(	7	1-5	-
tags.txt	i(	8	1-14	-
tags.txt	i(	9	1-23	-
tags.txt	i(	10	1-9	-
tags.txt	i)	1	1-23	-
tags.txt	i)	2	1-22	-
tags.txt	i)	3	1-16	-
tags.txt	i)	4	1-4	-
tags.txt	i)	5	1-14	-
tags.txt	i)	6	1-14	-
tags.txt	i)	7	1-5	-
tags.txt	i)	8	1-14	-
tags.txt	i)	9	1-23	-
tags.txt	i)	10	1-9	-
tags.txt	ib	1	1-23	-
tags.txt	ib	2	1-22	-
tags.txt	ib	3	1-16	-
tags.txt	ib	4	1-4	-
tags.txt	ib	5	1-14	-
tags.txt	ib	6	1-14	-
tags.txt	ib	7	1-5	-
tags.txt	ib	8	1-14	-
tags.txt	ib	9	1-23	-
tags.txt	ib	10	1-9	-
tags.txt	i{	1	1-23	-
tags.txt	i{	2	1-22	-
tags.txt	i{	3	1-16	-
tags.txt	i{	4	1-4	-
tags.txt	i{	5	1-14	-
tags.txt	i{	6	1-14	-
tags.txt	i{	7	1-5	-
tags.txt	i{	8	1-14	-
tags.txt	i{	9	1-23	-
tags.txt	i{	10	1-9	-
tags.txt	i}	1	1-23	-
tags.txt	i}	2	1-22	-
tags.txt	i}	3	1-16	-
tags.txt	i}	4	1-4	-
tags.txt	i}	5	1-14	-
tags.txt	i}	6	1-14	-
tags.txt	i}	7	1-5	-
tags.txt	i}	8	1-14	-
tags.txt	i}	9	1-23	-
tags.txt	i}	10	1-9	-
tags.txt	iB	1	1-23	-
tags.txt	iB	2	1-22	-
tags.txt	iB	3	1-16	-
tags.txt	iB	4	1-4	-
tags.txt	iB	5	1-14	-
tags.txt	iB	6	1-14	-
tags.txt	iB	7	1-5	-
tags.txt	iB	8	1-14	-
tags.txt	iB	9	1-23	-
tags.txt	iB	10	1-9	-
tags.txt	i[	1	1-23	-
tags.txt	i[	2	1-22	-
tags.txt	i[	3	1-16	-
tags.txt	i[	4	1-4	-
tags.txt	i[	5	1-14	-
tags.txt	i[	6	1-14	-
tags.txt	i[	7	1-5	-
tags.txt	i[	8	1-14	-
tags.txt	i[	9	1-23	-
tags.txt	i[	10	1-9	-
tags.txt	i]	1	1-23	-
tags.txt	i]	2	1-22	-
tags.txt	i]	3	1-16	-
tags.txt	i]	4	1-4	-
tags.txt	i]	5	1-14	-
tags.txt	i]	6	1-14	-
tags.txt	i]	7	1-5	-
tags.txt	i]	8	1-14	-
tags.txt	i]	9	1-23	-
tags.txt	i]	10	1-9	-
tags.txt	i<	1	1-5	c 1,1-1,4
tags.txt	i<	1	6-8	c 1,6-1,7
tags.txt	i<	1	9-17	c 1,14-1,16
tags.txt	i<	1	18-23	c 1,18-1,22
tags.txt	i<	2	1-11	c 2,1-2,13
tags.txt	i<	2	12-13	-
tags.txt	i<	2	14-22	c 2,19-2,21
tags.txt	i<	3	1-5	c 3,1-3,4
tags.txt	i<	3	6-8	c 3,6-3,7
tags.txt	i<	3	9-16	c 3,13-3,15
tags.txt	i<	4	1-4	c 4,1-4,3
tags.txt	i<	5	1-6	c 5,3-5,5
tags.txt	i<	5	7-14	c 5,10-5,13
tags.txt	i<	6	1-6	c 6,3-6,5
tags.txt	i<	6	7-14	c 6,10-6,13
tags.txt	i<	7	1-5	c 7,1-7,4
tags.txt	i<	8	1-3	c 8,1-8,2
tags.txt	i<	8	4-9	c 8,5-8,8
tags.txt	i<	8	10-14	c 8,11-8,13
tags.txt	i<	9	1-4	c 9,1-9,3
tags.txt	i<	9	5-10	c 9,7-9,9
tags.txt	i<	9	11-16	c 9,12-9,15
tags.txt	i<	9	17-23	c 9,19-9,22
tags.txt	i<	10	1-3	c 10,1-10,2
tags.txt	i<	10	4-9	c 10,6-10,8
tags.txt	i>	1	1-5	c 1,1-1,4
tags.txt	i>	1	6-8	c 1,6-1,7
tags.txt	i>	1	9-17	c 1,14-1,16
tags.txt	i>	1	18-23	c 1,18-1,22
tags.txt	i>	2	1-11	c 2,1-2,13
tags.txt	i>	2	12-13	-
tags.txt	i>	2	14-22	c 2,19-2,21
tags.txt	i>	3	1-5	c 3,1-3,4
tags.txt	i>	3	6-8	c 3,6-3,7
tags.txt	i>	3	9-16	c 3,13-3,15
tags.txt	i>	4	1-4	c 4,1-4,3
tags.txt	i>	5	1-6	c 5,3-5,5
tags.txt	i>	5	7-14	c 5,10-5,13
tags.txt	i>	6	1-6	c 6,3-6,5
tags.txt	i>	6	7-14	c 6,10-6,13
tags.txt	i>	7	1-5	c 7,1-7,4
tags.txt	i>	8	1-3	c 8,1-8,2
tags.txt	i>	8	4-9	c 8,5-8,8
tags.txt	i>	8	10-14	c 8,11-8,13
tags.txt	i>	9	1-4	c 9,1-9,3
tags.txt	i>	9	5-10	c 9,7-9,9
tags.txt	i>	9	11-16	c 9,12-9,15
tags.txt	i>	9	17-23	c 9,19-9,22
tags.txt	i>	10	1-3	c 10,1-10,2
tags.txt	i>	10	4-9	c 10,6-10,8
tags.txt	i"	1	1-23	-
tags.txt	i"	2	1-13	c 2,9-2,12
tags.txt	i"	2	14-22	-
tags.txt	i"	3	1-16	-
tags.txt	i"	4	1-4	-
tags.txt	i"	5	1-14	-
tags.txt	i"	6	1-14	-
tags.txt	i"	7	1-5	-
tags.txt	i"	8	1-14	-
tags.txt	i"	9	1-23	-
tags.txt	i"	10	1-9	-
tags.txt	i'	1	1-23	-
tags.txt	i'	2	1-22	-
tags.txt	i'	3	1-16	-
tags.txt	i'	4	1-4	-
tags.txt	i'	5	1-14	-
tags.txt	i'	6	1-14	-
tags.txt	i'	7	1-5	-
tags.txt	i'	8	1-14	-
tags.txt	i'	9	1-23	-
tags.txt	i'	10	1-9	-
tags.txt	i`	1	1-23	-
tags.txt	i`	2	1-22	-
tags.txt	i`	3	1-16	-
tags.txt	i`	4	1-4	-
tags.txt	i`	5	1-14	-
tags.txt	i`	6	1-14	-
tags.txt	i`	7	1-5	-
tags.txt	i`	8	1-14	-
tags.txt	i`	9	1-23	-
tags.txt	i`	10	1-9	-
tags.txt	it	1	1-5	c 1,5-1,17
tags.txt	it	1	6-17	c 1,8-1,13
tags.txt	it	1	18-23	c 1,5-1,17
tags.txt	it	2	1-22	c 2,14-2,18
tags.txt	it	3	1-5	-
tags.txt	it	3	6-16	c 3,8-3,12
tags.txt	it	4	1-4	c 4,4-7,0
